INDEX,OFNS_DESC,Latitude,Longitude,CMPLNT_FR_TM
5547233,MURDER & NON-NEGL. MANSLAUGHTER,40.706860328,-73.948196631,16:35:00
5547289,MURDER & NON-NEGL. MANSLAUGHTER,40.803393591,-73.938145012,23:40:00
5547859,MURDER & NON-NEGL. MANSLAUGHTER,40.596213982,-73.764700204,10:50:00
5551006,MURDER & NON-NEGL. MANSLAUGHTER,40.811393119,-73.922314872,16:07:00
5551524,MURDER & NON-NEGL. MANSLAUGHTER,40.644590276,-74.001900465,19:54:00
5552699,MURDER & NON-NEGL. MANSLAUGHTER,40.684792115,-73.878556569,09:07:00
5553484,MURDER & NON-NEGL. MANSLAUGHTER,40.857922634,-73.892895732,20:30:00
5554466,MURDER & NON-NEGL. MANSLAUGHTER,40.676231908,-74.006944997,22:06:00
5558574,MURDER & NON-NEGL. MANSLAUGHTER,40.576124128,-73.99982505,21:17:00
5560066,MURDER & NON-NEGL. MANSLAUGHTER,40.661079525,-73.894822924,15:15:00
5560572,MURDER & NON-NEGL. MANSLAUGHTER,40.606404746,-74.120479003,00:40:00
5562837,MURDER & NON-NEGL. MANSLAUGHTER,40.548991392,-74.230271459,14:36:00
5564159,MURDER & NON-NEGL. MANSLAUGHTER,40.66475956,-73.894042144,14:48:00
5566757,MURDER & NON-NEGL. MANSLAUGHTER,40.679907552,-73.920784329,13:29:00
5566910,MURDER & NON-NEGL. MANSLAUGHTER,40.68190669,-73.89458817,09:08:00
5566967,MURDER & NON-NEGL. MANSLAUGHTER,40.676487297,-73.837065184,07:40:00
5568266,MURDER & NON-NEGL. MANSLAUGHTER,40.683276253,-73.930623478,03:32:00
5568784,MURDER & NON-NEGL. MANSLAUGHTER,40.66156215,-73.925945955,23:22:00
5573574,MURDER & NON-NEGL. MANSLAUGHTER,40.674601815,-73.938614149,08:21:00
5575826,MURDER & NON-NEGL. MANSLAUGHTER,40.873601668,-73.845603792,11:00:00
5575942,MURDER & NON-NEGL. MANSLAUGHTER,40.883927913,-73.901323524,04:25:00
5578703,MURDER & NON-NEGL. MANSLAUGHTER,40.687140512,-73.856146091,22:55:00
